Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,0-2.5 min,Calling,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,2.5 - 5 min,Singing,,TRUE,Undetermined,Killdeer,Charadrius vociferus,176520,77646,KILL,FALSE,FALSE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,2.5 - 5 min,Calling,<= 50 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Female,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Male,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0074,Grassland,2015,5/27/2015,7:11,7:21,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,25.10000038,77.30000305,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Male,Eastern Phoebe,Sayornis phoebe,178329,85813,EAPH,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Killdeer,Charadrius vociferus,176520,77646,KILL,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,5 - 7.5 min,Visualization,,TRUE,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,7.5 - 10 min,Visualization,,TRUE,Undetermined,Northern Flicker,Colaptes auratus,178154,84820,NOFL,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,2.5 - 5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Male,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0066,Grassland,2015,5/27/2015,7:29,7:34,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,28.20000076,63,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279,85757,EAKI,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,FALSE,TRUE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Unidentified Sparrow,Emberizidae,178838,91005,UNSP,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0067,Grassland,2015,5/27/2015,7:45,7:55,Josh Schlicht,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,26.89999962,70.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279,85757,EAKI,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Female,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Male,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,TRUE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0075,Grassland,2015,5/27/2015,8:06,8:16,Josh Schlicht,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,FALSE,TRUE,24.39999962,76.19999695,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Eastern Meadowlark,Sturnella magna,179034,93601,EAME,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,7.5 - 10 min,Singing,<= 50 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0076,Grassland,2015,5/27/2015,8:25,8:35,Josh Schlicht,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Common Yellowthroat,Geothlypis trichas,178944,92708,COYE,FALSE,FALSE,25.70000076,74.09999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,5 - 7.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,2.5 - 5 min,Calling,50 - 100 Meters,FALSE,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Undetermined,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,TRUE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,FALSE
ANTI,NA,,ANTI-0077,Grassland,2015,5/27/2015,8:42,8:52,Josh Schlicht,1,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,FALSE,TRUE,27.20000076,74.90000153,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,TRUE
